location,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel
20150714T0000,18.000528,27.910528,23.127611,41.0,74.0,60.0,1017.7,1019.9,1018.58344,0.0,0.0,5.375,0.0,0.0,5.375,874.9673,7670.0205,4996.0425,2673.9773,1.8230401,5.763765,0.0,57.0,38.625,6.12,24.84,15.749997,3.0758414,21.09305,11.550708,289.25574,0.0,22.38378,12.241355,295.44904,13.358861,27.74103,21.252901,284.38574,11.592894,36.0,24.109797,275.6673,32.343952,44.71107,37.869827,286.38434,60.459637,77.62154,69.36344,299.17346,151.0,169.0,157.45833,1544.0,1563.0,1552.125,3144.0,3171.0,3156.9167,5826.0,5855.0,5839.6665,20.38,26.87,23.805414,12.19,14.28,13.091667,2.45,7.79,5.1974998,15.45,34.91,25.27125,16.459991,31.080017,23.787506,0.212,0.218,0.21612495,5.6251144,22.026644,12.227197
20150715T0000,17.96053,29.57053,24.0222,37.0,76.0,57.166668,1016.6,1021.1,1019.08344,0.0,0.0,21.416666,0.0,0.0,21.416666,925.1667,7941.47,5095.228,2846.2422,1.7352,5.587393,0.0,400.0,41.75,3.96,13.679999,7.8749986,0.8049845,10.853866,5.139301,351.64722,1.0182338,12.783802,6.5281844,348.22528,1.2979984,14.512064,6.782432,354.6037,0.35999998,17.026896,6.1129456,283.8036,19.829433,34.137413,26.335032,274.91074,51.92992,68.6421,60.56189,282.01178,141.0,177.0,161.625,1552.0,1564.0,1557.375,3162.0,3182.0,3171.625,5838.0,5862.0,5850.375,18.19,28.78,23.942085,11.14,16.33,13.562083,5.21,7.4,6.2483344,17.62,37.43,27.114998,18.410004,33.130005,25.441254,0.209,0.214,0.21108335,4.932049,26.046677,14.084675
20150716T0000,19.71053,32.200527,26.174698,36.0,73.0,55.0,1014.1,1018.2,1016.47504,0.0,0.0,0.1625,0.5416667,0.0,0.0,935.3106,7846.24,5048.519,2797.7217,1.6804802,6.016817,15.0,2088.0,704.7917,1.8,17.28,10.409999,2.5455842,10.8955765,6.503292,98.697365,1.2979984,15.941944,7.5264506,104.416824,3.5455887,11.792404,6.990109,130.49857,3.8773184,17.208603,8.661853,210.54756,28.348713,37.24043,33.126778,263.61188,30.960001,55.109406,42.418247,268.6545,119.0,153.0,138.95833,1546.0,1557.0,1552.0,3167.0,3190.0,3176.2083,5846.0,5865.0,5856.5835,21.69,31.68,27.007086,15.13,20.05,16.987915,5.89,8.26,7.066666,16.43,39.55,28.042086,17.589996,35.02002,26.254175,0.205,0.21,0.20791666,6.2092476,30.741997,16.957684
20150717T0000,21.190529,33.650528,27.630112,26.0,74.0,48.458332,1014.9,1017.2,1016.02924,0.0,0.0,10.791667,16.291666,8.25,0.0,781.52893,7606.83,4944.8955,2661.9336,1.6703999,6.285075,381.0,1989.0,966.5,3.96,15.4800005,11.430001,0.71999997,15.273505,7.739968,150.85193,1.1384199,15.273505,7.77346,187.54942,5.154415,52.2893,24.045418,254.71758,10.661107,37.777702,22.631948,254.35008,14.277983,27.36947,17.702312,265.3186,31.328272,45.889763,40.5385,256.3472,126.0,146.0,135.08333,1553.0,1568.0,1560.2084,3187.0,3204.0,3196.4583,5852.0,5872.0,5862.6665,24.58,33.18,29.260416,19.23,21.85,20.585001,6.71,8.79,7.374584,18.04,40.02,29.117922,19.059998,35.5,27.3075,0.201,0.205,0.20350003,7.109497,38.040443,21.090302
20150718T0000,22.500528,28.23053,25.684694,45.0,77.0,54.833332,1015.0,1018.8,1016.6626,0.70000005,0.0,31.637499,19.333334,30.625,9.583333,487.55914,5496.64,2980.4495,2516.1907,1.332,5.0077896,59.0,1539.0,767.2917,8.28,26.28,16.499998,2.8799999,18.792551,11.576995,60.8657,2.5455842,23.110205,13.042876,54.039474,11.792404,55.183434,23.069937,275.56784,2.8116899,55.89746,18.586004,276.25662,18.204042,60.48535,34.53267,238.41263,42.86873,70.91177,57.15431,248.02252,125.0,160.0,140.83333,1539.0,1564.0,1554.4166,3163.0,3201.0,3180.2917,5827.0,5866.0,5843.5,24.52,30.21,27.075003,13.77,21.06,17.548748,4.31,7.54,5.879167,18.97,34.09,26.667501,20.089996,30.540009,25.580835,0.2,0.204,0.20091663,6.258703,20.5933,15.1564455
20150719T0000,19.260529,31.030529,24.745941,41.0,88.0,64.666664,1011.6,1016.1,1013.22076,1.2,0.0,45.087505,23.375,41.125,15.0,551.34296,5719.14,3478.3127,2240.8274,1.4788802,5.218375,114.0,975.0,570.125,8.64,38.519997,22.485,0.71999997,28.521906,14.171084,246.27374,3.096837,31.810638,20.451693,231.78423,6.162207,42.858147,27.62925,249.84198,2.9024127,69.158424,34.697712,248.51004,29.07989,85.82961,56.56455,244.2417,58.740704,90.00432,70.22154,249.47717,97.0,136.0,111.333336,1506.0,1541.0,1521.3334,3130.0,3166.0,3142.2083,5790.0,5831.0,5805.75,22.92,30.2,26.185,14.93,18.97,16.81833,4.33,6.06,5.048334,18.72,37.23,26.277914,19.339996,32.880005,25.116257,0.199,0.205,0.20154166,2.6751747,26.520699,12.477237
20150720T0000,17.22053,29.990528,24.200945,42.0,82.0,60.0,1013.6,1015.6,1014.61255,0.0,0.0,1.6666666,0.0,0.0,1.6666666,904.3513,7581.0195,4904.9165,2676.1038,1.57968,5.7975087,25.0,108.0,67.75,10.08,20.880001,15.48,3.6,12.7279215,8.8005905,263.26794,3.5455887,18.359999,10.925637,279.9983,10.440001,29.957968,15.818858,280.60953,11.159999,31.796375,21.84559,262.74683,18.36353,49.951862,32.438114,261.93054,30.54701,55.441166,35.820606,275.07,115.0,131.0,123.083336,1515.0,1539.0,1526.0416,3124.0,3158.0,3140.2917,5791.0,5846.0,5816.125,21.32,29.09,25.585,13.07,16.05,14.608749,3.56,6.5,5.257917,16.73,38.28,27.182497,17.790009,33.95999,25.65709,0.194,0.204,0.19987504,3.5302258,24.565659,13.570233
20150721T0000,19.48053,32.12053,26.355947,41.0,75.0,56.875,1013.7,1017.3,1015.51666,0.0,0.0,0.41666666,0.0,0.0,0.41666666,927.6666,7693.159,4933.037,2760.123,1.4126402,5.6206517,0.0,1046.0,390.5,1.4399999,12.959999,7.0499997,0.5091169,7.754637,4.31637,240.47864,0.35999998,9.565437,4.1512713,312.99435,0.8049845,17.811815,8.176854,285.57083,2.9024127,21.707731,12.17564,262.36667,6.4799995,33.371433,19.314524,264.072,2.4149535,35.362556,21.405329,310.46533,116.0,146.0,131.0,1535.0,1548.0,1542.5,3152.0,3184.0,3168.5417,5847.0,5882.0,5866.625,22.35,31.39,27.113337,14.2,18.57,16.310833,5.76,10.05,8.312916,18.28,40.53,29.113335,19.26001,35.899994,27.32084,0.191,0.194,0.19274999,5.650154,28.212538,16.361288
20150722T0000,21.98053,33.62053,27.152191,33.0,84.0,60.583332,1012.8,1017.2,1014.1416,5.2,0.0,45.645832,32.0,40.75,33.416668,429.43723,5206.5,2864.6372,2341.863,1.188,4.3775268,409.0,3186.0,1214.625,0.71999997,25.199999,8.04,0.35999998,17.49615,6.3430557,322.89172,1.5273507,22.415602,7.6385827,319.09644,0.8049845,27.103,7.1175957,313.5761,0.0,17.283749,8.995343,281.7638,4.6102495,23.4,13.591545,228.71529,19.602652,53.41847,38.267147,207.89604,107.0,146.0,119.291664,1532.0,1543.0,1537.625,3154.0,3180.0,3165.1667,5825.0,5873.0,5844.7085,22.22,32.63,27.96875,14.7,19.39,17.752918,4.73,8.98,6.7425003,19.37,41.2,28.105833,20.350006,35.830017,26.985422,0.189,0.235,0.19566667,4.218191,34.855347,15.555133
20150723T0000,18.660528,23.770529,21.309282,60.0,91.0,75.208336,1013.8,1018.2,1016.10004,1.3000001,0.0,87.5,22.041666,29.166666,72.416664,180.0,4459.79,2375.8972,2083.893,1.3464,3.2505753,0.0,183.0,47.291668,6.4799995,24.48,13.38,2.5455842,20.418695,11.335378,338.7773,3.8939953,23.576563,13.977721,336.37625,2.52,38.046055,15.798734,294.61255,0.35999998,33.657593,16.2475,271.87994,26.200977,41.38747,29.903414,243.46231,18.014393,45.264183,29.029495,260.93127,117.0,154.0,136.54167,1510.0,1540.0,1524.7084,3123.0,3154.0,3135.7083,5801.0,5827.0,5811.2915,19.09,23.77,21.540833,11.95,14.54,13.02375,3.93,6.52,5.1841664,18.79,31.89,23.3075,19.390015,26.830017,22.463755,0.201,0.247,0.22662507,1.9325943,11.73241,6.578823
20150724T0000,17.63053,30.06053,24.150946,41.0,88.0,63.541668,1005.3,1014.5,1010.28754,0.5,0.0,48.5,12.208333,6.0416665,47.041668,637.6595,7146.6997,4721.4023,2425.2974,1.55952,5.1794295,0.0,964.0,398.83334,1.8,26.28,10.754998,0.71999997,19.44,5.40271,98.447525,0.35999998,31.093666,6.1706753,161.89624,4.452954,36.719997,12.033448,129.78256,2.3051248,28.639803,8.992152,203.1986,29.957968,49.915527,35.97843,242.7066,28.820242,59.55253,41.87161,234.607,43.0,123.0,86.166664,1463.0,1514.0,1487.0416,3083.0,3126.0,3105.125,5743.0,5809.0,5776.9585,19.3,30.33,24.774162,12.54,17.61,14.696666,4.36,7.04,6.2295833,17.4,37.79,27.138748,18.089996,33.330017,25.304174,0.199,0.22,0.20733334,2.4152699,24.336784,12.754317
20150725T0000,16.38053,22.47053,20.337612,43.0,84.0,60.416668,1006.6,1018.2,1011.7082,3.7,0.0,24.862497,13.666667,12.916667,19.833334,804.24426,7187.64,4738.9263,2448.714,2.67552,5.1720834,0.0,1024.0,197.375,11.5199995,47.88,32.925,4.510787,38.52168,21.453712,266.9732,9.0,43.933273,27.656013,266.64777,27.067116,61.5084,46.244114,263.48975,28.694056,77.44603,50.01829,259.34174,30.453527,96.65179,64.02184,247.57703,64.51337,100.29537,79.84939,254.31284,55.0,153.0,99.083336,1450.0,1518.0,1477.9166,3044.0,3085.0,3064.6667,5671.0,5731.0,5698.875,18.66,24.63,20.90875,6.99,17.42,10.1125,-3.31,5.13,0.4141667,15.99,28.7,22.511248,18.220001,26.160004,22.404175,0.22,0.249,0.237,3.8306446,14.772492,9.491602
20150726T0000,12.420529,20.65053,16.604698,42.0,84.0,62.125,1010.5,1018.9,1014.7083,3.7,0.0,52.75,33.958332,50.0,38.375,279.33795,4364.56,2334.4604,2030.0999,1.10304,3.1104612,0.0,52.0,8.125,6.4799995,25.56,13.649998,1.9386592,14.145756,8.465553,130.63173,1.9386592,18.64369,9.64001,128.7434,2.3051248,41.587402,14.964817,241.34082,2.16,54.78864,17.333265,247.5852,25.812277,76.84545,44.56441,263.3318,63.560135,107.31624,79.21477,283.88513,89.0,157.0,123.75,1457.0,1519.0,1488.375,3049.0,3083.0,3070.4583,5704.0,5728.0,5716.3335,14.37,21.01,17.482082,5.63,11.71,7.7916665,-1.79,4.64,2.0491667,10.84,26.93,18.059168,12.660004,23.070007,17.606672,0.223,0.252,0.22974998,2.9541721,13.997932,7.527718
20150727T0000,15.260529,23.270529,19.212614,43.0,85.0,61.5,1007.0,1010.0,1008.94586,0.8,0.0,40.95,10.5,5.4166665,38.625,692.53955,7566.7803,4842.428,2724.352,2.5286403,5.4235797,0.0,93.0,39.208332,20.519999,41.760002,34.154995,4.510787,31.035257,21.81524,258.80774,4.6102495,34.679794,27.340025,256.4945,39.04631,72.60585,50.366184,261.61765,41.085762,78.937744,57.68185,259.604,40.321606,79.464645,58.12045,264.30127,83.520775,116.899704,104.5378,282.0399,60.0,85.0,76.125,1433.0,1465.0,1451.375,3015.0,3055.0,3035.5417,5660.0,5704.0,5682.8335,17.05,23.18,19.994585,7.91,11.82,9.605833,-1.63,3.46,0.21375002,14.51,29.7,21.18375,15.309998,26.529999,20.132086,0.225,0.257,0.24308331,2.7014027,16.251476,9.23526
20150728T0000,15.130529,22.760529,18.883863,35.0,74.0,54.583332,1010.0,1013.0,1011.51666,0.0,0.0,47.658337,43.458332,44.041668,11.166667,404.61523,6521.03,4147.6846,2373.3457,1.7222401,5.18194,0.0,73.0,12.916667,14.4,38.16,30.495,6.193674,29.5551,19.988527,262.8095,10.495713,33.528355,26.41022,262.91595,27.009598,58.68993,43.042038,267.67902,29.660152,62.024563,45.91019,263.67227,43.8506,64.63679,56.0611,268.50192,86.90552,131.14528,106.43283,278.228,84.0,111.0,97.583336,1457.0,1479.0,1468.2916,3031.0,3064.0,3047.5,5691.0,5726.0,5707.0,16.38,21.9,19.556665,6.43,9.96,8.296668,-0.79,3.15,1.8175,14.12,29.73,20.786669,15.130005,26.600006,20.11667,0.215,0.225,0.2201667,4.462467,17.969059,10.390281
20150729T0000,15.120529,19.030529,17.024696,55.0,84.0,68.291664,1009.6,1014.8,1011.76666,2.8,0.0,72.333336,9.875,44.416668,71.916664,237.40071,3004.6396,1046.1523,1958.4877,0.91295993,2.1860137,0.0,51.0,6.3333335,8.64,25.919998,18.644997,0.8049845,17.651016,10.159096,274.75446,1.609969,20.345573,13.683029,277.87863,16.862455,44.014324,26.915503,274.20944,20.523157,52.144104,37.85866,266.84708,46.45116,68.567474,56.991955,258.08554,84.66202,137.17181,105.450966,266.55557,81.0,125.0,99.958336,1451.0,1488.0,1466.625,3039.0,3060.0,3049.2917,5671.0,5705.0,5681.4165,15.95,20.63,17.978334,7.12,9.89,8.522918,0.03,2.04,0.93625003,13.99,22.71,17.892082,15.950012,20.5,17.876673,0.214,0.234,0.2235833,2.848486,9.699309,6.222219
20150730T0000,11.610529,20.750528,16.38428,42.0,80.0,61.291668,1014.9,1017.8,1016.02496,0.0,0.0,8.183333,6.4166665,0.0,7.5833335,816.1797,6868.13,4304.6934,2563.437,1.4688,4.3708286,12.0,87.0,36.5,2.8799999,25.199999,14.205001,2.0991426,15.9134655,8.435311,314.54648,1.4399999,17.58481,9.027796,323.0739,2.9024127,17.581125,12.005805,319.33978,10.703569,17.429354,13.838862,303.1162,30.955812,47.771606,37.976887,260.73978,76.341225,82.80313,78.5169,270.07684,127.0,150.0,135.04167,1483.0,1511.0,1495.875,3045.0,3076.0,3060.2083,5661.0,5682.0,5671.0,13.72,19.74,17.06375,5.78,7.22,6.4637504,-1.93,-0.25,-1.0104165,10.32,28.41,18.978334,11.920013,24.700012,18.062922,0.218,0.231,0.22558331,2.770074,13.935852,7.902477
20150731T0000,9.860529,24.520529,17.698446,34.0,81.0,57.666668,1011.5,1018.9,1015.55835,0.0,0.0,37.087498,28.541666,36.25,0.0,470.85797,7144.0293,4659.2056,2484.825,1.4486401,4.930778,0.0,9.0,0.375,2.16,26.28,13.589999,1.1384199,18.448023,8.887317,88.59492,1.9386592,20.240196,10.420798,86.48395,7.8954163,29.940662,19.683962,84.34605,2.2768397,26.64,15.580505,90.18482,18.36353,53.718464,32.072147,255.55722,36.544872,82.69428,56.437714,272.64578,98.0,157.0,130.45833,1486.0,1512.0,1499.5,3071.0,3097.0,3084.25,5683.0,5745.0,5720.0,11.48,23.89,18.270416,5.4,12.72,8.244583,-0.73,4.64,2.3979168,9.05,31.69,20.038334,10.880005,27.600006,19.041256,0.209,0.218,0.21495833,2.3066416,20.286272,10.085898
20150801T0000,14.700529,24.410528,19.528028,46.0,85.0,67.0,1012.8,1017.6,1014.76227,4.1,0.0,82.92083,44.25,76.416664,68.625,158.29787,4032.5896,2015.1608,2017.4293,1.1102401,3.0214999,0.0,233.0,52.416668,3.6,23.4,10.905,2.3051248,14.336861,5.780749,238.34872,1.8,21.178896,7.676702,239.25948,0.71999997,40.960976,12.691624,261.0469,1.2979984,38.96158,17.802216,262.7871,22.206486,48.546635,32.923595,245.21361,22.930048,67.4133,44.257797,244.34265,108.0,149.0,125.0,1492.0,1527.0,1505.2084,3087.0,3123.0,3100.8333,5723.0,5766.0,5741.25,15.49,24.01,20.195833,8.59,14.22,11.2995825,0.19,3.64,1.8229166,15.29,30.61,21.144165,15.649994,26.459991,20.318752,0.207,0.225,0.21583332,2.5041256,16.488918,7.9631195
20150802T0000,17.13053,27.260529,21.733444,44.0,88.0,66.958336,1015.9,1019.5,1017.8167,0.0,0.0,44.254166,2.9583333,0.16666667,44.166668,684.995,7044.35,4574.311,2470.0393,1.8000001,5.0954466,0.0,98.0,24.791666,5.04,24.48,13.634998,3.9763298,18.1041,9.298477,117.75853,2.8799999,20.771093,11.766072,120.81123,1.609969,31.487143,15.734374,89.07409,1.609969,38.134518,18.255823,87.72716,2.16,22.380884,9.092908,238.44861,18.532133,28.79325,23.124895,326.27887,134.0,165.0,150.79167,1527.0,1546.0,1537.5834,3123.0,3159.0,3141.2083,5766.0,5850.0,5805.5415,17.82,26.54,21.902084,10.42,15.51,12.426667,1.95,7.36,4.4374995,16.71,33.78,24.291252,17.040009,29.830017,22.81167,0.221,0.229,0.2237917,2.3925018,20.067524,9.763193
20150803T0000,16.07053,31.170528,23.918032,35.0,82.0,59.416668,1014.7,1017.7,1016.37085,0.0,0.0,1.4375,4.7916665,0.0,0.0,892.07587,7384.33,4703.197,2681.1333,1.57536,5.469175,0.0,972.0,210.79167,1.8,21.96,10.829999,1.08,11.113451,7.0044637,119.43256,0.35999998,21.758419,11.19986,123.998604,1.8,29.574827,13.482971,241.07358,3.319036,25.241108,13.895614,253.47269,13.276144,23.400002,18.301054,277.66217,17.551615,35.71265,28.349554,272.19785,124.0,150.0,137.95833,1534.0,1555.0,1544.25,3152.0,3179.0,3166.0417,5845.0,5865.0,5855.7915,19.34,30.6,25.017082,14.8,17.86,16.177916,6.47,8.84,7.60125,14.53,38.14,26.037918,15.790009,33.580017,24.36792,0.212,0.222,0.21766664,3.2812967,29.234303,14.415784
20150804T0000,17.500528,25.760529,21.911362,49.0,85.0,70.291664,1013.9,1018.6,1015.97095,0.6,0.0,42.3625,31.75,35.25,15.75,375.75922,4648.47,2635.9407,2012.529,1.17792,3.5340898,0.0,826.0,268.45834,6.12,28.8,16.500002,0.8049845,23.224882,9.905129,261.5202,1.2979984,29.035288,14.256648,226.74533,11.246759,49.896053,23.640291,260.20447,9.114471,51.36785,25.609207,255.61588,13.979872,59.446888,37.80599,247.28558,27.553526,76.31745,50.624496,250.54883,115.0,158.0,134.41667,1525.0,1548.0,1535.75,3147.0,3174.0,3157.2083,5810.0,5859.0,5829.5,21.33,27.01,23.843332,12.58,19.9,15.998749,3.63,9.04,5.9016666,16.78,29.93,23.138748,17.720001,26.170013,22.202093,0.209,0.232,0.21904166,3.3252583,16.877256,8.151399
20150805T0000,16.05053,30.180529,23.401781,40.0,90.0,66.791664,1013.7,1018.7,1016.48737,0.0,0.0,34.3375,5.625,2.3333333,33.375,595.5353,6252.2495,3830.0906,2422.1594,1.40832,4.9350576,0.0,541.0,108.041664,1.8,21.24,12.27,3.219938,15.646544,10.667266,107.07846,1.8,19.826164,12.958684,110.8725,5.0911684,19.376562,13.325528,130.62741,4.73506,18.681883,10.699,206.64833,32.553635,48.215813,37.374752,240.38371,34.567497,47.70645,42.818222,259.68243,115.0,159.0,139.25,1534.0,1548.0,1538.8334,3145.0,3180.0,3159.5417,5833.0,5877.0,5852.9585,18.82,29.75,24.230417,12.22,18.89,15.117916,3.75,10.01,7.6254163,15.86,36.99,25.34417,16.99002,32.589996,23.930002,0.199,0.23,0.21699996,2.0408363,25.691252,11.399142
20150806T0000,18.930529,34.30053,27.235533,27.0,82.0,54.5,1014.3,1016.2,1015.1043,0.0,0.0,3.9416666,8.791667,1.6666666,1.6666666,852.1991,7102.2,4565.2295,2536.97,1.33344,5.7628846,0.0,984.0,330.70834,2.16,17.64,9.089999,1.609969,11.966954,7.908505,104.7803,1.08,17.068707,10.280797,111.683716,5.0911684,32.846916,14.951458,256.24304,3.4152596,35.28,20.54295,255.23187,7.928177,39.20696,21.81845,243.20392,29.460672,51.844997,38.17184,239.05197,120.0,134.0,126.708336,1545.0,1561.0,1552.625,3175.0,3197.0,3186.375,5864.0,5893.0,5878.4165,24.56,33.75,29.327082,18.51,21.17,19.972084,6.32,8.61,7.403749,17.33,40.76,28.721666,18.149994,35.99002,26.790842,0.194,0.199,0.19720836,3.930994,38.963867,19.721403
20150807T0000,21.420528,35.77053,28.599695,28.0,81.0,54.0,1013.0,1016.3,1014.5999,0.0,0.0,0.41250002,1.375,0.0,0.0,878.0475,7169.8394,4558.6704,2611.1694,1.32624,5.904463,363.0,2174.0,982.5833,2.8799999,18.72,10.124999,1.1384199,10.594036,6.498155,118.113205,0.71999997,19.296135,10.44259,126.046295,2.0991426,32.056175,15.845074,169.35533,3.219938,24.546085,15.2465315,208.56473,8.825508,21.897945,16.412088,245.76443,32.2396,39.254856,36.39592,229.70865,109.0,138.0,122.291664,1546.0,1561.0,1553.8334,3184.0,3203.0,3195.3333,5866.0,5889.0,5878.5415,24.81,35.2,30.307915,19.79,22.21,21.007084,7.99,10.18,8.966251,18.97,42.61,30.314585,19.850006,37.649994,28.452927,0.19,0.194,0.192625,4.942253,42.19777,20.914219
20150808T0000,23.360529,32.51053,27.776777,39.0,78.0,47.666668,1014.3,1018.5,1016.0417,4.5,0.0,19.466667,22.833334,17.708334,13.541667,722.95636,6925.98,4438.3213,2487.6592,1.5336001,6.5582557,341.0,2508.0,1434.7084,8.64,25.199999,17.01,2.9024127,28.8,12.657084,360.0,0.71999997,33.87062,14.529697,347.88126,11.5199995,38.006863,27.041883,304.78757,6.792466,32.048088,20.185198,278.6773,11.019764,44.16277,24.966314,213.74684,17.31746,46.195168,33.776836,227.33945,119.0,157.0,135.33333,1551.0,1570.0,1560.4166,3190.0,3206.0,3196.625,5865.0,5881.0,5871.6665,25.0,31.82,29.209166,15.95,22.46,19.825832,5.81,9.21,7.5937495,20.09,39.74,29.375412,20.899994,35.309998,27.921259,0.187,0.231,0.19408333,6.7136784,28.468517,19.88592
20150809T0000,19.490528,26.57053,21.616362,59.0,96.0,85.666664,1015.3,1018.1,1016.9875,8.1,0.0,94.416664,78.75,71.833336,72.125,0.0,2309.5498,609.34973,1700.2002,0.95904,1.897783,346.0,1536.0,889.7083,11.5199995,22.319998,16.665,4.5536795,23.039999,13.321091,286.91034,3.4152596,26.319422,15.979064,291.09708,10.315115,46.195168,23.246033,55.825226,2.8116899,45.96313,20.049454,85.0924,5.495161,53.30553,25.839613,160.75354,25.233406,64.319214,38.36704,168.13582,129.0,153.0,143.91667,1532.0,1559.0,1541.7084,3157.0,3187.0,3166.25,5826.0,5868.0,5843.2915,19.95,26.41,21.968332,14.1,18.0,15.553333,5.33,8.32,6.83625,19.83,28.78,22.772501,20.809998,29.440002,23.17334,0.201,0.288,0.24470837,0.9136238,14.233242,3.9257762
20150810T0000,18.46053,25.29053,21.785112,63.0,92.0,78.708336,1014.6,1017.4,1015.52094,1.7,0.0,41.1875,15.166667,35.458332,27.416666,386.09326,4166.09,2282.7993,1883.2905,1.1476799,3.0351508,436.0,844.0,602.0417,4.68,12.599999,9.150001,0.71999997,14.565548,7.465013,305.13422,0.71999997,15.349684,9.109033,311.01697,3.6179552,15.856354,10.250592,359.3271,3.096837,11.440979,7.6691546,53.981308,3.319036,23.904108,9.70597,114.21634,8.225035,32.110706,21.165716,120.92727,124.0,147.0,131.54167,1521.0,1541.0,1525.9166,3136.0,3156.0,3140.6667,5801.0,5824.0,5808.9165,20.2,24.97,22.716665,13.76,14.63,14.146252,4.69,5.78,5.1158333,16.77,31.72,22.81125,17.420013,26.380005,21.94751,0.209,0.258,0.22999997,1.6964722,11.907234,6.0355268
20150811T0000,18.010529,28.65053,23.295946,50.0,94.0,70.666664,1014.6,1016.8,1015.73737,0.0,0.0,25.929167,0.29166666,0.0,25.916666,536.85956,6407.1094,4258.08,2149.03,1.76256,4.455678,24.0,1005.0,506.20834,2.8799999,17.28,8.775,2.968636,15.84,6.120962,358.48596,2.4149535,16.575644,6.7883964,7.150284,3.6179552,14.440443,7.8724155,64.68267,3.396233,20.478907,11.689719,80.140854,2.6208394,13.896187,8.186589,99.00477,1.08,14.440443,6.939444,202.18526,124.0,142.0,133.20833,1517.0,1548.0,1530.75,3129.0,3172.0,3147.7917,5798.0,5849.0,5819.4165,18.77,28.21,23.662918,12.62,15.63,14.094583,5.05,7.48,6.061667,16.57,35.2,25.042921,17.410004,31.360016,23.656256,0.241,0.254,0.24700002,1.2446976,19.522072,9.59032
20150812T0000,19.82053,30.930529,25.482613,42.0,87.0,64.375,1016.7,1018.6,1017.55414,0.0,0.0,1.6125001,1.2083334,0.0,1.25,850.551,6813.8394,4356.7285,2457.1113,1.71216,5.0954146,145.0,948.0,549.7917,4.32,13.32,8.88,2.9024127,12.245294,6.553339,96.606514,4.8433046,15.542662,8.644097,97.78035,5.3999996,21.9718,13.15366,96.27256,1.484318,23.444265,10.470898,95.519104,1.484318,10.8955765,5.558476,241.38956,2.16,14.081478,8.542083,267.2685,142.0,157.0,148.625,1547.0,1571.0,1558.9584,3172.0,3199.0,3184.9583,5845.0,5883.0,5864.1665,21.61,30.34,26.21667,15.55,17.79,16.552916,6.08,8.06,7.092916,17.27,37.84,26.906664,18.02002,33.309998,25.395842,0.229,0.244,0.23770835,3.0007858,25.922983,13.141404
20150813T0000,19.250528,32.14053,25.000113,40.0,79.0,63.5,1010.3,1017.6,1014.12915,3.6000001,0.0,48.379166,49.541668,47.041668,19.041666,301.53687,5462.82,3641.9907,1820.8286,1.6156799,4.4306993,57.0,1532.0,669.0417,5.04,48.96,14.189999,1.484318,29.951483,8.237678,147.40288,1.5273507,40.42593,13.051273,140.79279,1.2979984,62.02247,18.997047,185.46384,3.4152596,30.955812,16.440334,216.9424,6.193674,30.05515,14.777283,198.68103,6.297428,50.012794,26.116747,185.71739,86.0,148.0,118.791664,1512.0,1563.0,1532.7084,3129.0,3195.0,3161.0833,5794.0,5878.0,5837.9585,20.17,31.77,26.3775,14.82,19.09,18.069166,4.81,8.23,6.905833,17.29,38.56,26.303337,18.300018,33.920013,25.284174,0.221,0.249,0.22950004,4.678648,28.723133,13.217149
20150814T0000,18.010529,26.06053,21.402193,52.0,91.0,73.916664,1009.0,1014.5,1011.0625,2.1999998,0.0,69.583336,29.458334,59.958332,38.208332,259.03296,4189.23,2274.602,1914.6278,1.7769601,2.9620605,165.0,1749.0,566.3333,2.16,20.16,10.86,0.5091169,16.62249,7.3107114,226.40698,1.5273507,20.617662,9.917508,236.3698,2.1897945,24.50381,12.009574,256.57263,2.3051248,26.727423,13.048738,217.62328,24.826952,48.929546,34.334797,200.59467,43.13395,64.71694,53.52628,193.31831,76.0,123.0,93.5,1471.0,1512.0,1484.375,3069.0,3128.0,3092.7917,5708.0,5791.0,5740.5835,19.69,25.95,22.360415,11.54,15.48,13.529583,1.7,5.38,3.7358334,17.17,30.73,22.690416,18.070007,26.580017,22.26751,0.244,0.271,0.25616667,1.8658772,16.169125,7.1805873
