location,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel
20170904T0000,10.070529,22.420528,16.797197,35.0,76.0,55.916668,1015.6,1020.4,1017.1458,0.0,0.0,49.129166,26.416666,29.083334,35.791668,313.91336,5308.85,3476.2168,1832.6332,1.67472,3.808562,0.0,15.0,0.75,3.6,18.359999,13.095,1.4399999,17.298738,9.953731,159.26329,1.4399999,23.979893,15.009501,144.15189,4.452954,18.584509,11.365397,232.87395,0.35999998,22.183128,10.959076,265.78583,15.484185,51.43466,28.35155,305.564,37.952263,82.29603,61.15297,329.2044,129.0,172.0,144.08333,1485.0,1548.0,1510.375,3055.0,3134.0,3084.375,5661.0,5777.0,5706.0,13.14,21.76,17.66375,7.11,9.85,8.2075,-2.21,0.8,-0.7187502,9.64,28.62,18.584581,11.51001,25.130005,18.180838,0.236,0.244,0.2405417,2.954959,17.367725,9.591866
20170905T0000,15.150529,26.100529,20.82553,46.0,69.0,57.708332,1017.9,1021.2,1019.67096,0.0,0.0,46.541668,17.416666,21.958334,27.458334,455.5374,5526.8994,3493.995,2032.905,1.5912001,4.129431,23.0,77.0,50.041668,3.2399998,21.24,11.79,3.0547013,14.77755,8.060083,235.59152,2.5455842,15.575981,9.766253,237.79587,8.557102,27.419146,16.945484,266.36542,12.413476,38.894997,20.997547,267.90375,15.725037,46.545925,27.771635,292.41214,42.347084,83.29936,60.728577,328.2788,152.0,178.0,166.04167,1545.0,1557.0,1551.625,3132.0,3156.0,3144.5,5778.0,5844.0,5816.625,18.22,25.2,21.852087,10.09,13.06,11.22,-0.26,6.22,2.1029165,13.96,31.74,22.487085,15.450012,28.480011,21.544588,0.232,0.237,0.23466665,5.4661303,17.220358,10.996789
20170906T0000,15.960529,21.98053,19.543863,49.0,82.0,64.916664,1017.9,1020.4,1019.1624,0.0,0.0,31.354166,12.541667,4.1666665,25.125,654.1614,5419.2095,3417.394,2001.8157,1.6977599,3.9729536,4.0,91.0,42.833332,16.56,35.28,25.5,6.3690495,27.595825,17.213242,275.55298,11.720751,30.216421,22.886518,278.08627,28.808998,45.958904,35.80145,282.1659,30.29566,54.504047,40.34167,270.79456,34.32671,46.889915,41.9515,271.2078,48.359406,71.26545,60.460064,283.71414,152.0,173.0,162.16667,1530.0,1548.0,1536.8334,3106.0,3144.0,3121.875,5740.0,5818.0,5769.25,17.67,23.13,19.921251,6.83,12.43,9.421251,0.44,2.27,1.5762501,15.67,28.29,21.527082,17.880005,26.070007,21.41334,0.228,0.234,0.23079167,3.8003464,13.445486,8.13526
20170907T0000,13.450529,20.39053,16.810947,41.0,73.0,57.833332,1015.7,1020.3,1018.18335,0.0,0.0,30.241669,22.625,13.25,16.875,559.29944,5490.409,3470.1084,2020.3014,1.50912,3.6035502,0.0,37.0,13.791667,8.64,23.4,14.490001,2.7416782,17.298738,9.355949,274.64078,7.5685663,20.16,13.094264,280.31677,12.287555,29.460672,18.679235,288.71896,12.313893,28.19285,20.707804,276.98956,13.797912,42.340958,30.604445,300.8409,28.082308,65.605,46.793865,284.37494,133.0,171.0,153.5,1500.0,1532.0,1512.875,3075.0,3101.0,3082.2083,5679.0,5734.0,5698.4585,14.88,19.81,17.179167,4.68,7.73,6.022917,-0.15,1.01,0.44708332,12.52,27.01,19.095835,14.399994,24.390015,18.950418,0.225,0.233,0.22845836,4.24656,13.390733,8.407438
20170908T0000,11.040529,22.190529,16.875528,42.0,76.0,60.166668,1007.2,1016.4,1011.9043,0.0,0.0,25.275,16.833334,2.25,21.083334,536.7304,5242.0996,3339.0803,1903.0193,1.5393599,3.826959,0.0,39.0,8.5,11.879999,34.56,22.769997,4.3349743,20.883104,12.2431,238.54941,4.198285,22.691425,13.950648,250.78918,16.93531,43.40501,27.683725,254.48425,16.520823,46.12638,30.419073,249.75972,19.559633,67.79575,52.342594,242.53552,25.992401,66.860245,47.56754,264.85126,62.0,138.0,100.166664,1438.0,1500.0,1468.125,3024.0,3078.0,3047.5833,5656.0,5695.0,5683.2085,16.24,22.12,18.850416,6.21,10.73,7.974584,-0.2,2.22,0.93416667,10.94,27.56,18.661665,12.679993,25.089996,18.507505,0.225,0.229,0.22679164,3.3350697,15.487929,8.446458
20170909T0000,13.990529,20.30053,17.071363,49.0,78.0,60.166668,1000.8,1006.6,1003.21246,0.2,0.0,92.916664,84.583336,92.916664,67.416664,0.0,2318.4502,926.8165,1391.6333,1.1750401,2.437854,0.0,220.0,48.416668,9.36,50.76,27.420004,1.8,24.36325,11.906521,246.45294,5.7599998,26.882141,16.739779,248.05743,22.682856,60.950665,39.689137,250.24255,24.522316,83.2659,51.060272,245.13217,27.834309,85.913376,63.484188,236.35236,66.11662,108.72059,87.67989,225.69199,9.0,56.0,29.125,1378.0,1432.0,1397.0416,2948.0,3019.0,2972.2917,5539.0,5649.0,5580.8335,14.99,20.94,18.745,4.76,11.74,8.581249,-5.54,2.2,-0.9895833,14.37,23.38,17.273333,15.459991,20.649994,17.443338,0.222,0.244,0.23116672,3.9860287,11.69949,7.923744
20170910T0000,11.940529,19.65053,15.247613,45.0,91.0,67.541664,1005.0,1008.3,1006.54584,2.1,0.0,67.97083,31.875,25.041666,67.708336,271.48938,4929.7104,3157.3965,1772.3135,1.8489599,3.0648572,3.0,179.0,75.208336,6.4799995,19.44,11.714999,2.52,14.973576,7.583025,258.9004,2.968636,17.673029,9.420285,269.57245,10.08,30.37683,15.94706,282.33377,5.3999996,21.2522,14.528892,275.6186,6.924738,28.236486,16.395193,244.13695,14.336861,108.61385,41.19433,228.94022,44.0,71.0,56.791668,1393.0,1424.0,1410.3334,2946.0,2991.0,2967.4167,5512.0,5612.0,5554.75,12.6,19.7,16.0325,3.58,7.32,5.144583,-5.29,0.03,-3.5695832,12.61,25.91,17.639585,13.640015,23.309998,17.403343,0.242,0.258,0.25229165,1.2547855,12.562324,6.1501217
20170911T0000,10.390529,17.88053,14.435113,50.0,74.0,62.041668,1003.0,1008.8,1005.5667,0.0,0.0,55.8125,14.541667,22.291666,45.791668,254.57251,3270.75,1828.1891,1442.5609,1.4126401,2.8934782,0.0,72.0,30.125,18.0,42.48,29.235003,4.198285,31.170673,16.89284,242.41797,11.592895,36.8486,23.274397,245.10046,29.460672,52.678223,42.675343,253.9542,27.959743,66.29085,45.799267,255.6929,29.257614,77.92316,54.590286,249.51332,16.92383,86.460724,60.735737,254.73328,28.0,75.0,48.041668,1384.0,1429.0,1405.0,2954.0,2980.0,2968.3333,5572.0,5614.0,5588.9585,14.41,17.99,16.455416,4.6,8.05,6.0204167,-5.8,1.99,-1.7516667,10.04,22.82,15.405418,11.550018,19.860016,15.367924,0.243,0.251,0.24774998,3.4395924,10.018995,6.5142765
20170912T0000,11.520529,16.660528,13.885529,51.0,75.0,63.916668,1008.4,1017.0,1012.14996,0.9000001,0.0,58.625,21.75,50.916668,48.708332,360.11774,2912.9695,1318.7695,1594.2004,1.34352,2.5994096,0.0,114.0,55.25,21.599998,32.039997,26.459997,11.525623,25.56,17.524786,253.37999,20.456745,28.981676,24.062704,253.78561,34.966362,46.889915,41.10966,268.5204,35.29102,45.53253,40.20586,268.66528,37.44,54.66787,42.921326,271.63947,53.78838,82.81956,64.9034,282.8017,72.0,142.0,103.166664,1421.0,1493.0,1451.3334,2972.0,3046.0,3001.0833,5536.0,5649.0,5572.1665,13.11,16.71,14.763333,3.43,5.05,4.1154165,-6.29,-5.15,-5.9604163,11.09,22.84,14.884166,12.880005,19.959991,15.189175,0.241,0.246,0.24283336,3.5248032,9.116642,5.861012
20170913T0000,9.860529,23.07053,17.265528,52.0,74.0,60.166668,1010.2,1017.0,1013.25824,0.2,0.0,44.208332,34.833332,23.791666,40.333332,340.1954,4230.17,2759.9229,1470.2472,1.8129601,4.0591197,0.0,60.0,8.708333,23.4,58.32,42.75,7.9526596,39.96,23.84343,233.93896,11.525623,48.80092,31.434393,236.54294,46.40091,92.337715,70.255684,249.33055,45.53822,103.62123,81.535904,257.56104,39.72743,99.38348,79.31774,271.02322,83.57119,111.27435,99.61556,282.79092,87.0,141.0,111.958336,1471.0,1494.0,1481.5,3042.0,3088.0,3066.6667,5655.0,5730.0,5706.0,12.98,23.37,18.575418,4.51,12.24,8.8429165,-4.79,2.51,1.295,9.27,25.79,17.517084,10.920013,23.119995,16.64417,0.24,0.25,0.24283332,3.156457,12.957598,8.369117
20170914T0000,10.920529,20.13053,14.967614,52.0,83.0,62.916668,1006.8,1017.8,1012.65826,0.8,0.0,30.416666,2.4583333,17.291666,30.416666,326.00107,2199.1902,962.83215,1236.3578,1.5076802,2.9074914,0.0,76.0,15.5,25.919998,68.03999,47.039997,13.479583,41.638786,26.46335,250.34845,21.096123,48.63332,34.881245,251.14566,50.29704,91.93825,67.43589,258.2226,51.919937,104.42793,77.09935,262.00476,40.480396,133.08563,92.55129,260.47986,61.178814,160.2728,124.16981,260.32474,58.0,148.0,106.875,1430.0,1492.0,1461.25,3002.0,3070.0,3024.5,5546.0,5708.0,5617.9165,11.2,21.8,15.890002,2.07,11.62,5.549167,-7.68,2.58,-2.6816666,10.21,18.43,15.108749,12.200012,18.350006,15.762921,0.24,0.254,0.2452917,2.349904,9.176958,6.5086436
20170915T0000,7.9705286,17.410528,12.747195,43.0,75.0,59.291668,1012.9,1018.6,1015.11664,0.0,0.0,36.166668,0.0,8.416667,34.083332,347.58298,4879.8696,2985.1057,1894.7639,1.54944,2.987814,0.0,69.0,20.416666,9.0,25.199999,14.685001,4.2136917,13.53236,8.485709,258.75095,0.71999997,24.066206,11.631934,273.35132,8.350138,47.867813,18.373434,274.22388,9.504273,47.82583,19.546679,269.14893,15.328561,37.39324,28.70893,245.28485,59.469776,74.2159,68.38667,241.88538,110.0,152.0,126.458336,1460.0,1491.0,1469.9584,3000.0,3031.0,3012.25,5549.0,5599.0,5567.375,11.65,16.71,14.039166,0.97,4.2,2.6833334,-7.02,-4.9,-6.1095834,7.02,24.07,14.484165,8.860016,21.5,14.528759,0.244,0.257,0.24899997,2.671073,11.314219,6.441673
20170916T0000,8.510529,14.690529,11.255113,54.0,88.0,72.291664,1012.4,1016.1,1013.6624,15.500001,0.0,72.958336,0.0,40.583332,71.958336,185.74467,3008.2004,1651.5328,1356.6672,1.1476799,1.7343248,5.0,193.0,59.666668,3.6,13.679999,7.2749996,0.0,11.435313,4.2448173,229.25688,0.35999998,13.70839,5.414881,247.77039,2.1897945,15.349684,8.082978,278.35916,6.2145634,24.975283,10.959361,248.01332,6.4096174,34.20568,20.775286,246.18135,23.557316,78.12083,51.22316,219.89825,105.0,133.0,113.916664,1444.0,1462.0,1450.5834,2983.0,3003.0,2990.5833,5514.0,5550.0,5523.625,8.84,14.51,11.675834,0.16,3.75,2.1637502,-8.01,-6.78,-7.302916,9.43,21.25,13.235833,10.940002,18.860016,13.824173,0.247,0.336,0.262875,1.3481836,7.634797,3.8962076
20170917T0000,7.6605287,15.160529,11.490945,55.0,88.0,72.125,1014.0,1015.7,1014.59174,2.1,0.0,70.083336,6.0,54.041668,61.958332,202.97873,3186.2,1592.3806,1593.8196,1.1448001,1.8246003,15.0,238.0,99.916664,3.2399998,22.319998,9.329999,1.08,14.707222,6.2903075,150.72475,1.08,20.68356,7.858622,155.22485,1.2979984,43.77369,11.634452,231.52954,5.495161,38.243114,17.807688,240.62276,16.327497,47.97194,28.814598,247.69235,24.26998,53.360207,35.869747,239.8107,116.0,131.0,121.958336,1453.0,1470.0,1462.75,2988.0,3015.0,3004.875,5510.0,5557.0,5536.9165,9.61,14.63,12.352084,0.54,4.3,3.0370834,-8.22,-6.47,-7.2604175,7.44,20.84,13.166251,9.050018,17.02002,13.075841,0.251,0.324,0.26283333,1.3656254,7.7384157,4.0302806
20170918T0000,8.760529,15.190529,11.87886,56.0,88.0,70.958336,1015.7,1019.0,1017.16675,3.0,0.0,60.25,0.0,27.041666,59.0,317.78442,3729.0999,2473.1113,1255.9889,1.5523199,2.0717845,0.0,66.0,30.208334,11.879999,23.039999,17.520002,6.519877,15.905319,10.160385,258.0929,8.311245,18.391735,13.777982,261.16962,11.159999,43.8506,26.100985,269.00192,9.511088,43.274933,28.032671,264.9858,13.779114,55.689564,29.644676,257.72882,16.862455,75.21933,37.460464,261.98914,131.0,158.0,143.54167,1467.0,1498.0,1479.875,3003.0,3038.0,3019.4167,5532.0,5577.0,5555.2085,9.57,14.74,12.221667,0.76,3.28,1.9920834,-8.96,-6.08,-7.245416,8.64,21.31,13.405416,10.059998,17.99002,13.629173,0.258,0.287,0.27279165,1.4874048,7.5810556,4.2220044
20170919T0000,9.640529,13.390529,11.752197,64.0,80.0,71.708336,1018.2,1022.4,1019.22925,2.2,0.0,82.333336,3.0833333,23.416666,82.333336,190.21277,1645.61,320.5933,1325.0166,1.00368,1.3323653,15.0,165.0,73.333336,9.36,24.84,14.985,3.563818,15.509274,9.679284,275.16583,3.6,19.839235,14.022616,283.89258,12.904882,22.782625,17.636894,300.5343,8.427383,24.482647,18.61611,314.06552,12.979984,31.035257,23.89239,333.6261,12.768586,36.032383,23.535814,343.4148,151.0,186.0,160.375,1487.0,1521.0,1497.375,3023.0,3060.0,3035.5833,5546.0,5607.0,5567.0835,11.03,13.48,12.544167,1.15,2.26,1.7824997,-8.44,-6.84,-7.6395836,10.07,15.1,12.377086,11.01001,14.52002,12.694176,0.256,0.267,0.26008335,2.6551561,5.494915,3.9326541
20170920T0000,10.160529,17.31053,13.21178,45.0,86.0,66.25,1020.9,1024.3,1022.4333,0.0,0.0,57.341663,0.5416667,2.8333333,57.291668,404.52536,4784.64,3006.3606,1778.2792,1.41984,2.6238472,0.0,93.0,35.625,4.32,18.0,9.044998,2.52,13.397612,6.9897194,273.77048,4.198285,16.039202,9.354103,281.85156,4.379589,20.620806,9.97835,321.48813,0.35999998,15.856354,8.126781,316.8476,17.935081,27.72,22.943237,356.64902,33.190357,73.496445,58.323334,1.3896027,177.0,202.0,187.29167,1518.0,1534.0,1527.125,3056.0,3090.0,3070.75,5610.0,5708.0,5651.3335,10.41,16.61,13.216666,0.26,4.11,2.0766666,-7.05,-2.3,-5.0170827,10.33,23.82,15.302083,11.070007,21.179993,14.947923,0.245,0.261,0.2539583,1.7387905,10.848399,5.594244
20170921T0000,7.3705287,20.29053,13.646779,33.0,80.0,58.5,1017.7,1022.6,1020.05005,0.0,0.0,2.4375,8.125,0.0,0.0,714.474,5102.37,3117.6091,1984.7606,1.43136,3.318523,0.0,0.0,0.0,8.64,19.08,15.389997,5.692099,17.811815,11.350898,116.459984,10.691453,22.473343,16.909693,118.60632,5.3999996,26.478973,17.11142,106.335205,4.0249224,12.72283,7.2014885,133.394,13.207634,27.51116,20.423447,348.57336,14.57889,64.92088,33.558605,349.3836,150.0,184.0,166.375,1515.0,1532.0,1522.625,3085.0,3123.0,3104.1667,5709.0,5753.0,5736.2085,9.94,19.99,15.167916,3.91,10.85,7.775,-1.86,2.52,1.2108332,6.94,24.56,14.914582,8.75,21.75,14.73584,0.24,0.245,0.24337494,2.2152271,15.922322,7.473367
20170922T0000,10.540529,22.490528,16.226778,41.0,69.0,55.875,1019.1,1021.7,1019.9124,0.0,0.0,33.95,20.708334,32.041668,1.3333334,437.22144,4851.3896,2973.1287,1878.2616,1.2945601,3.3771565,0.0,123.0,8.916667,3.2399998,19.44,11.834999,1.609969,13.358861,7.4656644,255.18185,1.1384199,19.576189,10.486084,250.1593,8.707238,22.682856,16.045214,274.2123,9.178235,24.490587,18.71758,272.48755,14.512064,22.608458,19.520147,282.93686,17.294992,45.242702,33.990772,270.35587,158.0,182.0,166.375,1524.0,1554.0,1536.625,3113.0,3137.0,3124.3333,5730.0,5750.0,5736.875,13.56,21.86,17.668753,9.07,11.03,10.085,-0.5,2.05,0.9558334,8.56,27.13,17.005,9.990021,23.860016,16.390005,0.238,0.242,0.23954163,4.452799,16.045122,8.823618
20170923T0000,13.010529,21.39053,17.051363,43.0,79.0,62.875,1019.2,1022.3,1020.875,0.0,0.0,32.079166,18.833334,26.166666,6.6666665,511.70923,4911.0195,2995.5146,1915.5056,1.2312001,3.067271,0.0,183.0,26.958334,1.08,16.56,8.16,0.71999997,10.041354,4.9342566,331.97192,0.0,18.089775,6.2226386,344.09772,1.08,11.165805,6.449709,1.2793274,1.2979984,9.255571,4.876178,299.44232,21.485697,40.016712,29.818855,264.75793,27.09822,41.117294,33.132748,280.9341,162.0,187.0,175.54167,1534.0,1553.0,1543.0416,3107.0,3134.0,3119.0833,5696.0,5731.0,5713.9585,14.21,20.85,17.377083,7.49,8.85,8.315417,-2.05,-0.44,-1.1083332,10.67,26.86,18.095419,12.089996,23.869995,17.55542,0.236,0.24,0.23745835,3.1410894,14.4948225,7.7538905
20170924T0000,10.950529,21.05053,15.98178,43.0,91.0,66.833336,1019.5,1021.5,1020.3459,0.0,0.0,19.341665,4.75,17.083334,3.0,704.92255,4902.1196,2985.7769,1916.3429,1.15776,2.8870122,0.0,266.0,102.458336,1.4399999,14.759999,6.179999,0.5091169,9.659814,3.559662,46.145767,0.35999998,19.171478,5.1615434,103.33925,1.08,7.5942082,4.073792,63.978874,2.16,10.630672,5.7434716,294.88263,18.899143,38.881664,28.506134,319.81543,36.764088,56.744267,46.479343,338.24692,164.0,180.0,170.58333,1525.0,1544.0,1534.7916,3094.0,3113.0,3104.7083,5666.0,5716.0,5692.5415,12.37,20.5,16.430002,6.84,8.78,7.782084,-2.88,-1.37,-2.0925,10.79,27.12,17.981249,12.190002,24.190002,17.666256,0.233,0.239,0.23533337,1.1751394,14.19542,6.80036
20170925T0000,9.760529,21.39053,15.922611,43.0,80.0,62.0,1016.6,1021.0,1018.6042,0.0,0.0,5.804167,5.4583335,4.1666665,0.0,698.3982,4804.2207,2925.1257,1879.0946,1.1030401,2.9140444,0.0,71.0,15.041667,1.4399999,16.919998,10.9800005,1.835647,15.281989,7.1227646,105.33328,2.5455842,21.868332,11.734909,112.39462,2.968636,9.504272,6.214546,120.1046,0.8049845,23.770906,7.2234044,267.9329,11.841756,37.942017,24.286314,305.8244,34.131718,57.271687,44.355534,331.30438,140.0,173.0,155.70833,1512.0,1535.0,1521.5,3085.0,3107.0,3093.75,5687.0,5713.0,5697.25,13.22,21.04,17.269999,7.4,9.59,8.238751,-3.02,-0.93,-1.7179165,9.37,26.81,17.107498,10.959991,23.779999,16.825006,0.232,0.236,0.23404162,2.4118128,14.485883,7.752396
20170926T0000,12.730529,20.270529,16.418861,43.0,74.0,60.125,1018.6,1022.8,1020.4875,0.0,0.0,61.825,6.375,60.916668,33.041668,62.893616,3978.3,2537.191,1441.1088,1.0612801,2.5523648,0.0,73.0,33.833332,1.08,15.4800005,5.895,1.484318,17.477621,5.5992603,270.70734,0.71999997,18.079027,5.704228,285.5241,0.8049845,10.44,5.1394863,268.9949,4.8433046,12.904882,7.413404,246.42276,7.172949,17.873556,13.201716,281.91635,25.922499,44.057,35.338512,306.5363,156.0,191.0,172.29167,1521.0,1556.0,1536.25,3087.0,3127.0,3104.4583,5686.0,5724.0,5703.4585,14.44,19.26,17.025835,6.85,8.2,7.612083,-3.23,-1.81,-2.5695832,9.88,26.02,17.024584,11.429993,22.670013,16.81959,0.231,0.235,0.23249996,3.881343,12.5731,7.7561383
20170927T0000,14.220529,22.180529,17.81928,51.0,83.0,65.25,1021.1,1023.8,1022.4041,0.0,0.0,43.375,7.1666665,41.5,27.166666,659.7904,4557.69,2768.986,1788.7041,0.9864,2.7179475,15.0,166.0,90.166664,0.71999997,12.599999,5.2649994,0.35999998,8.435069,3.0260923,117.03086,0.0,14.021525,3.6877718,111.71764,1.609969,16.746773,5.548704,183.11272,5.1544156,23.185787,10.543595,224.68484,12.015589,28.594517,19.753864,254.69835,22.38378,52.32399,33.579235,309.15778,179.0,200.0,188.91667,1548.0,1574.0,1557.9166,3122.0,3157.0,3134.5417,5715.0,5776.0,5737.0835,14.74,21.63,18.25125,7.51,10.75,8.7925005,-2.72,-0.4,-1.6641668,12.72,27.87,19.051249,13.51001,24.730011,18.338757,0.23,0.234,0.23124997,2.7512379,13.076646,7.552111
20170928T0000,13.610529,24.40053,19.105528,45.0,78.0,60.875,1022.8,1025.3,1023.93353,0.0,0.0,50.037495,56.916668,40.083332,8.208333,463.64362,4391.26,2676.3389,1714.9208,1.1001602,3.019988,0.0,141.0,46.0,2.16,15.84,10.860001,1.484318,9.957108,6.137314,130.1009,1.1384199,12.324414,6.3883023,184.13086,5.154415,38.268524,17.318968,258.93765,9.178235,33.651817,20.278809,252.39137,15.30741,30.190672,22.486496,278.1189,24.640942,43.490025,36.36914,306.3125,191.0,212.0,201.58333,1570.0,1591.0,1582.4584,3152.0,3185.0,3169.0833,5773.0,5811.0,5791.6665,16.87,23.78,20.659998,9.84,11.32,10.525416,-0.55,2.07,0.88166666,12.91,29.36,19.78375,13.830017,26.140015,19.159176,0.228,0.232,0.22991669,3.422083,16.784199,9.4863405
20170929T0000,16.340528,24.07053,19.571363,47.0,75.0,64.0,1020.4,1024.3,1022.57916,0.0,0.0,49.016663,42.75,45.625,21.125,296.84256,4117.14,2604.7031,1512.437,1.0512002,3.0175653,0.0,312.0,84.833336,1.8,16.56,7.2149997,0.35999998,14.512064,7.805237,115.04428,0.71999997,27.36947,11.299388,120.64066,3.0547013,10.182337,6.273895,220.56006,3.9763298,14.764389,10.237415,273.2045,15.30741,22.691423,19.598385,304.0271,21.129883,35.9946,28.891882,325.17444,173.0,205.0,190.41667,1561.0,1586.0,1574.0834,3158.0,3183.0,3169.25,5786.0,5808.0,5796.4585,18.25,23.57,20.5475,11.1,12.77,11.97375,1.1,1.87,1.4416667,13.8,28.41,20.015,14.800018,25.330017,19.343756,0.228,0.232,0.22937502,4.7229433,15.231112,8.67475
20170930T0000,11.780529,22.20053,16.057196,53.0,84.0,72.5,1015.6,1022.8,1019.13336,0.4,0.0,84.03333,73.875,82.291664,42.125,2.5531912,2621.9402,1256.5964,1365.3435,0.8927999,2.2248182,3.0,406.0,139.20833,3.96,32.760002,17.430002,4.452954,27.607563,14.979096,272.13937,4.3349743,34.57687,22.198103,236.97612,6.379216,41.39374,19.192657,280.08405,5.6920996,38.85666,20.705992,263.44565,12.224107,62.296646,32.96339,239.56076,25.223133,43.952446,33.292088,258.44604,133.0,190.0,160.66667,1511.0,1556.0,1531.3334,3084.0,3153.0,3117.5,5696.0,5780.0,5736.5415,11.8,21.72,17.422503,3.3,13.0,9.823334,-2.28,1.58,0.27874994,12.37,26.1,17.100416,14.300018,22.570007,17.319593,0.226,0.233,0.22912496,2.4672575,12.558203,5.366596
20171001T0000,9.320529,19.440529,13.736778,45.0,86.0,68.75,1019.4,1024.0,1021.8459,0.0,0.0,32.37083,17.416666,1.625,26.333334,560.5483,4466.02,2698.803,1767.2172,1.1304001,2.6332119,0.0,12.0,0.9166667,2.8799999,19.08,10.589999,2.2768397,14.84318,8.642277,123.93243,0.8049845,22.366402,10.982127,126.36126,0.0,19.09358,10.6674185,120.92963,1.484318,23.4,8.273102,292.61987,13.246826,28.66694,19.296196,306.3045,27.511158,48.015144,35.510433,325.7337,164.0,198.0,182.04167,1522.0,1540.0,1530.4166,3078.0,3123.0,3098.75,5682.0,5748.0,5708.375,9.54,19.04,14.11375,2.43,9.18,5.710833,-3.07,0.21,-1.1462501,9.33,24.44,15.608333,11.119995,21.830017,15.545007,0.23,0.24,0.23441665,1.7422857,12.3994255,5.604639
20171002T0000,12.130529,20.510529,16.065113,66.0,80.0,74.083336,1019.1,1020.9,1019.80835,1.5,0.0,93.94583,57.833332,79.375,83.625,0.0,1920.62,891.1637,1029.4563,0.84383994,1.8204644,0.0,85.0,12.25,12.959999,30.599998,21.945,1.9386592,23.084955,11.819026,245.93729,3.8268526,27.74103,16.244839,246.54579,13.551501,61.28253,43.698715,257.42587,20.808498,52.199997,41.986984,259.62244,23.770906,52.05082,37.173115,288.1692,35.261627,56.159996,47.012356,325.08514,162.0,173.0,166.625,1526.0,1541.0,1534.5,3113.0,3139.0,3126.25,5748.0,5788.0,5770.5835,13.85,20.52,17.372084,8.15,11.1,9.454583,0.15,3.44,1.8629168,11.62,22.94,16.217083,12.860016,19.970001,15.737508,0.236,0.248,0.24191667,2.9902363,7.949642,4.9447823
20171003T0000,9.430529,18.12053,15.413445,50.0,92.0,69.458336,1014.9,1026.8,1020.99585,12.8,0.0,75.75,30.5,44.833332,64.708336,101.506386,2435.04,1463.5217,971.51825,1.6243203,1.9468677,0.0,256.0,54.166668,2.16,44.639996,23.294996,2.4149535,26.00486,13.042458,277.4314,4.3349743,35.69813,17.60549,274.48178,4.6102495,74.15038,33.711163,284.30515,4.6938252,82.175476,37.579662,278.5178,33.709534,86.61648,58.54185,294.21857,51.458595,112.05777,74.47965,301.9929,127.0,223.0,176.45833,1503.0,1567.0,1533.9166,3080.0,3132.0,3107.0417,5696.0,5766.0,5729.5415,9.81,19.4,15.916251,2.69,11.28,6.545834,-2.11,1.31,0.14833336,10.65,19.99,15.840832,12.76001,17.850006,16.120424,0.243,0.328,0.2735,0.9744797,9.261287,5.433295
20171004T0000,8.520529,19.39053,13.22303,44.0,76.0,63.333332,1024.1,1027.6,1025.9249,0.0,0.0,17.35,39.708332,10.0,0.16666667,518.2522,4328.9604,2603.9883,1724.9717,1.3276802,2.6319077,0.0,6.0,0.25,1.08,22.319998,11.31,0.8049845,16.946787,6.84413,245.12585,0.35999998,18.430452,9.209353,248.84372,0.35999998,37.827415,14.804633,266.5985,2.8799999,39.239998,21.031038,270.54053,22.392464,57.719124,41.917526,293.26007,63.206406,72.40923,68.642555,316.28622,202.0,226.0,215.04167,1557.0,1570.0,1565.2916,3135.0,3162.0,3150.5,5773.0,5815.0,5796.3335,10.12,18.51,13.996251,2.41,10.76,7.0170827,1.73,3.21,2.642083,7.02,23.73,14.117916,8.75,21.230011,14.230004,0.253,0.275,0.26458338,2.6618881,12.585667,6.167297
20171005T0000,9.350529,20.660528,14.525529,30.0,84.0,55.708332,1015.6,1025.1,1019.675,2.2,0.0,22.125,4.6666665,8.625,21.25,673.3156,4283.57,2576.1602,1707.4097,1.75248,3.5919478,0.0,118.0,16.541666,16.919998,42.48,29.789999,2.7416782,31.319998,17.503544,263.73218,4.829907,37.441727,21.763838,269.674,27.44513,63.767776,51.327545,272.59103,37.44,65.99105,52.00176,278.91525,43.493004,78.18716,63.87354,289.53052,70.6426,123.0168,95.626854,298.31418,133.0,206.0,164.0,1495.0,1565.0,1526.5416,3065.0,3158.0,3117.5833,5680.0,5810.0,5756.125,13.45,20.6,16.358751,5.49,12.24,10.6345825,-1.84,3.16,1.4133334,8.22,23.15,14.958749,9.990021,20.709991,14.772506,0.243,0.26,0.25016665,2.3807106,17.019592,8.0867605
